dataset_testado,modelo,melhor_parametro,acuracia_media,recall_medio,precisao_media,ic_acuracia,ic_recall,ic_presicao
SFS_15_CV10,RF,"{'ccp_alpha': 0.0, 'max_features': 'sqrt', 'n_estimators': 1250, 'n_jobs': -1, 'oob_score': False}",90.8%,87.12%,95.67%,86.42% E 95.18%,82.76% E 91.49%,90.51% E 100.82%
