dataset_testado,modelo,melhor_parametro,acuracia_media,recall_medio,precisao_media,ic_acuracia,ic_recall,ic_presicao
RANDOM_C_PCA,RF,"{'ccp_alpha': 0.0, 'max_features': 18, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False}",91.28%,88.03%,95.68%,87.69% E 94.86%,83.81% E 92.25%,91.38% E 99.99%
